SimulationTime	VehicleID	x	y	speed	angle
1083.00	PKW5190	2155.88	1782.38	0.00	227.09
1083.00	PKW5340	1906.01	1405.21	2.60	207.73
1083.00	PKW4942	2408.25	1994.89	9.66	335.86
1083.00	PKW5603	2875.01	2251.41	13.89	159.06
1083.00	PKW5270	1605.36	1088.83	13.89	121.60
1083.00	PKW5522	2769.93	2084.93	0.00	212.83
1083.00	LKW287	1859.20	1021.46	13.89	93.41
1083.00	PKW5632	1320.71	1308.67	13.89	146.54
1083.00	PKW5672	2540.67	857.86	0.00	115.23
1083.00	PKW5085	1328.18	1328.26	10.05	315.13
1083.00	PKW5578	1938.85	2587.48	13.89	20.30
1083.00	PKW5175	1999.56	1016.29	0.00	93.42
1083.00	PKW5841	2915.84	2228.05	0.00	332.58
1083.00	PKW5536	2062.23	1729.10	13.89	110.89
1083.00	PKW4944	1588.84	591.15	13.89	113.26
1083.00	PKW4760	2583.20	839.70	0.00	103.06
1083.00	PKW5530	2793.04	1732.38	13.89	89.74
1083.00	PKW5335	2615.70	892.44	11.04	189.51
1083.00	PKW5532	1645.41	1880.00	2.60	100.24
1083.00	LKW275	2503.47	909.82	13.89	289.44
1083.00	PKW5753	1193.73	1555.21	0.00	256.70
1083.00	PKW5105	3136.96	2041.22	13.89	114.83
1083.00	PKW4643	2495.17	1976.71	13.89	72.27
1083.00	PKW5338	1974.58	2655.59	5.20	25.11
1083.00	LKW223	2855.57	2225.81	0.00	15.66
1083.00	PKW5445	1917.80	1980.05	0.00	144.35
1083.00	PKW5667	2753.89	1896.12	0.00	11.84
1083.00	PKW5657	1108.66	1799.97	0.00	85.66
1083.00	PKW5527	1876.56	2400.42	0.00	190.24
1083.00	PKW4849	2151.15	1773.61	0.00	227.09
1083.00	PKW5939	2879.99	802.00	13.89	284.77
1083.00	PKW4663	605.45	1069.01	13.89	267.77
1083.00	PKW4679	2562.86	850.81	0.00	115.33
1083.00	PKW5602	2098.69	1036.93	4.52	283.46
1083.00	PKW5473	2116.91	474.68	0.00	264.95
1083.00	PKW3777	1679.77	2914.79	13.89	308.46
1083.00	PKW4799	2411.13	941.02	0.00	289.90
1083.00	PKW5117	2517.05	1978.35	13.89	77.94
1083.00	PKW5050	2017.61	1493.75	8.33	123.73
1083.00	PKW5958	1576.34	1892.48	13.65	100.24
1083.00	PKW5077	3157.89	2035.05	13.89	114.83
1083.00	PKW5435	2109.52	433.81	13.82	91.37
1083.00	PKW4251	2476.16	1966.54	13.89	68.57
1083.00	PKW5261	2305.50	2676.08	7.80	89.71
1083.00	PKW5480	2828.59	2375.92	5.20	324.69
1083.00	PKW4890	1165.02	1886.15	0.00	263.81
1083.00	PKW5680	2780.17	2000.30	5.20	19.10
1084.00	PKW5354	2094.45	469.48	0.00	264.95
1084.00	PKW5696	2116.89	471.46	0.00	264.95
1084.00	PKW4859	2017.70	1564.52	13.89	214.49
1084.00	PKW5164	2902.18	907.34	13.89	101.77
1084.00	PKW5765	2982.88	1990.97	13.89	93.65
1084.00	PKW5452	1862.99	1027.64	13.89	93.42
1084.00	LKW268	2783.35	2384.39	3.90	139.91
1084.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1084.00	PKW5518	2668.19	927.63	0.00	31.37
1084.00	PKW4888	2287.76	2679.22	10.40	269.98
1084.00	PKW5136	2162.13	1783.82	0.00	227.09
1084.00	PKW5542	2785.89	2376.07	7.80	142.47
1084.00	PKW4438	1308.39	1343.70	5.73	315.38
1084.00	PKW5058	1968.51	2650.16	5.20	25.11
1084.00	PKW5302	2553.29	2015.98	10.05	261.92
1084.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1084.00	routeFlow_bus3Hb.3	2557.70	1201.86	8.16	175.60
1084.00	PKW5605	1224.59	1442.80	2.60	144.54
1084.00	PKW5575	3060.61	2025.80	13.89	274.00
1084.00	PKW5423	2838.83	2189.56	0.00	21.07
1084.00	PKW5416	2184.06	442.92	10.94	87.75
1084.00	PKW5472	1970.42	1934.49	0.00	326.00
1084.00	PKW5241	1494.91	1167.33	5.20	239.20
1084.00	PKW4035	1142.10	1846.80	0.00	350.58
1084.00	PKW4816	1160.54	1623.56	13.89	349.58
1084.00	PKW5895	2759.11	833.87	13.89	284.77
1084.00	routeFlow_bus34Hc.1	2808.16	923.65	13.50	101.77
1084.00	PKW5531	1580.27	1115.21	13.00	264.25
1084.00	PKW5497	1378.75	1249.22	0.00	127.45
1084.00	PKW4866	2017.17	1012.16	2.60	92.55
1084.00	PKW4972	2317.82	1920.86	13.89	236.37
1084.00	PKW5777	948.36	1069.54	13.89	87.77
1084.00	PKW5190	2155.88	1782.38	0.00	227.09
1084.00	PKW5340	1903.61	1400.64	5.20	207.63
1084.00	PKW4942	2402.96	2005.98	12.26	334.50
1084.00	PKW5603	2880.01	2238.36	13.89	159.06
1084.00	PKW5270	1616.71	1079.49	13.89	138.10
1084.00	PKW5522	2769.93	2084.93	0.00	212.83
1084.00	LKW287	1873.09	1020.63	13.89	93.42
1084.00	PKW5632	1327.72	1295.56	13.89	166.08
1084.00	PKW5672	2540.67	857.86	0.00	115.23
1084.00	PKW5085	1320.68	1335.80	10.64	315.13
1084.00	PKW5578	1943.58	2600.12	13.89	20.67
1084.00	PKW5175	1999.56	1016.29	0.00	93.42
1084.00	PKW5841	2915.84	2228.05	0.00	332.58
1084.00	PKW5536	2071.37	1722.72	11.18	129.61
1084.00	PKW4944	1601.65	585.64	13.89	113.26
1084.00	PKW4760	2583.20	839.70	0.00	103.06
1084.00	PKW5530	2806.93	1732.44	13.89	89.74
1084.00	PKW5335	2614.13	883.07	9.50	189.51
1084.00	PKW5532	1649.90	1877.39	5.20	120.93
1084.00	LKW275	2490.33	914.33	13.89	288.95
1084.00	PKW5753	1193.73	1555.21	0.00	256.70
1084.00	PKW5105	3149.65	2035.35	13.89	114.83
1084.00	PKW4643	2508.70	1979.83	13.89	77.93
1084.00	PKW5338	1977.94	2662.64	7.80	25.47
1084.00	LKW223	2855.57	2225.81	0.00	15.66
1084.00	PKW5445	1917.80	1980.05	0.00	144.35
1084.00	PKW5667	2753.89	1896.12	0.00	11.84
1084.00	PKW5657	1108.66	1799.97	0.00	85.66
1084.00	PKW5527	1876.56	2400.42	0.00	190.24
1084.00	PKW4849	2151.15	1773.61	0.00	227.09
1084.00	PKW5939	2866.56	805.54	13.89	284.77
1084.00	PKW4663	591.57	1068.47	13.89	267.77
1084.00	PKW4679	2562.86	850.81	0.00	115.33
1084.00	PKW5602	2098.67	1036.94	0.02	283.46
1084.00	PKW5473	2116.91	474.68	0.00	264.95
1084.00	PKW4902	2585.68	789.39	0.00	117.85
1084.00	PKW4526	1605.95	1887.13	0.76	100.24
1084.00	PKW3777	1668.89	2923.42	13.89	308.46
1084.00	PKW4799	2411.13	941.02	0.00	289.90
1084.00	PKW5117	2530.68	1980.75	13.89	81.50
1084.00	PKW5050	2024.54	1489.13	8.33	123.73
1084.00	PKW5958	1585.72	1890.78	9.53	100.24
1084.00	PKW5435	2123.44	433.87	13.84	89.14
1084.00	PKW4251	2489.13	1971.39	13.89	69.51
1084.00	PKW5261	2315.88	2676.20	10.40	88.97
1084.00	PKW5480	2823.87	2382.11	7.80	321.52
1084.00	PKW4890	1165.02	1886.15	0.00	263.81
1084.00	PKW5680	2782.71	2007.65	7.80	19.10
1085.00	PKW5354	2094.45	469.48	0.00	264.95
1085.00	PKW5696	2116.89	471.46	0.00	264.95
1085.00	PKW4859	2009.83	1553.07	13.89	214.49
1085.00	PKW5765	2996.74	1990.09	13.89	93.65
1085.00	PKW5452	1876.84	1026.82	13.89	93.42
1085.00	LKW268	2786.71	2380.39	5.20	139.99
1085.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1085.00	PKW5518	2668.19	927.63	0.00	31.37
1085.00	PKW4888	2274.78	2679.18	13.00	269.69
1085.00	PKW5136	2162.13	1783.82	0.00	227.09
1085.00	PKW5542	2791.55	2367.49	10.40	147.72
1085.00	PKW4438	1305.00	1347.25	4.81	316.33
1085.00	PKW5058	1971.81	2657.21	7.80	25.11
1085.00	PKW5302	2547.80	2015.13	5.55	261.24
1085.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1085.00	routeFlow_bus3Hb.3	2558.30	1192.64	9.24	176.26
1085.00	PKW5605	1227.52	1438.50	5.20	145.82
1085.00	PKW5575	3046.75	2026.77	13.89	274.00
1085.00	PKW5423	2838.83	2189.56	0.00	21.07
1085.00	PKW5416	2190.57	443.13	6.44	88.26
1085.00	PKW5472	1970.42	1934.49	0.00	326.00
1085.00	PKW5241	1491.08	1160.54	7.80	209.39
1085.00	PKW4035	1142.10	1846.80	0.00	350.58
1085.00	PKW4816	1156.07	1636.66	13.89	334.40
1085.00	PKW5895	2745.68	837.41	13.89	284.77
1085.00	PKW5464	1148.22	1686.28	13.89	352.42
1085.00	routeFlow_bus34Hc.1	2821.43	920.89	13.56	101.77
1085.00	PKW5531	1566.34	1113.22	13.89	261.65
1085.00	PKW5497	1378.75	1249.22	0.00	127.45
1085.00	PKW4866	2022.30	1011.82	5.20	93.71
1085.00	PKW4972	2306.59	1912.66	13.89	233.42
1085.00	PKW5777	962.24	1070.08	13.89	87.77
1085.00	PKW5190	2155.88	1782.38	0.00	227.09
1085.00	PKW5340	1899.83	1393.87	7.80	209.57
1085.00	PKW4942	2396.97	2018.54	13.89	334.50
1085.00	PKW5603	2885.00	2225.30	13.89	159.06
1085.00	PKW5270	1630.19	1075.15	13.89	106.22
1085.00	PKW5522	2768.89	2082.50	2.60	203.82
1085.00	LKW287	1886.97	1019.80	13.89	93.42
1085.00	PKW5632	1337.83	1285.91	13.89	133.65
1085.00	PKW5672	2540.67	857.86	0.00	115.23
1085.00	PKW5085	1311.74	1344.86	12.72	315.40
1085.00	PKW5578	1947.15	2609.42	9.97	21.01
1085.00	PKW5175	1999.56	1016.29	0.00	93.42
1085.00	PKW5841	2915.84	2228.05	0.00	332.58
1085.00	PKW5536	2078.38	1719.83	6.68	112.28
1085.00	PKW4944	1610.61	582.19	9.58	109.06
1085.00	PKW4760	2583.20	839.70	0.00	103.06
1085.00	PKW5530	2820.82	1732.51	13.89	89.74
1085.00	PKW5335	2612.08	877.13	6.42	201.82
1085.00	PKW5532	1657.01	1874.38	7.80	105.10
1085.00	LKW275	2477.17	918.82	13.89	288.84
1085.00	PKW5753	1193.73	1555.21	0.00	256.70
1085.00	PKW5105	3162.34	2029.48	13.89	114.83
1085.00	PKW4643	2522.28	1982.73	13.89	77.94
1085.00	PKW5338	1982.43	2672.06	10.40	25.51
1085.00	LKW223	2855.57	2225.81	0.00	15.66
1085.00	PKW5445	1917.80	1980.05	0.00	144.35
1085.00	PKW5667	2753.89	1896.12	0.00	11.84
1085.00	PKW5657	1108.66	1799.97	0.00	85.66
1085.00	PKW5527	1876.56	2400.42	0.00	190.24
1085.00	PKW4849	2151.15	1773.61	0.00	227.09
1085.00	PKW5939	2853.13	809.08	13.89	284.77
1085.00	PKW4663	577.69	1067.93	13.89	267.77
1085.00	PKW4679	2562.86	850.81	0.00	115.33
1085.00	PKW5602	2098.67	1036.94	0.00	283.46
1085.00	PKW5473	2116.91	474.68	0.00	264.95
1085.00	PKW4902	2585.68	789.39	0.00	117.85
1085.00	PKW4526	1605.95	1887.13	0.00	100.24
1085.00	PKW3777	1658.02	2932.06	13.89	308.46
1085.00	PKW4799	2411.13	941.02	0.00	289.90
1085.00	PKW5117	2544.38	1982.80	13.89	81.50
1085.00	PKW5050	2031.47	1484.50	8.33	123.73
1085.00	PKW5958	1590.66	1889.89	5.03	100.24
1085.00	PKW5435	2137.39	434.62	13.89	85.41
1085.00	PKW4251	2502.42	1975.22	13.89	76.08
1085.00	PKW5261	2328.86	2676.35	13.00	90.31
1085.00	PKW5480	2816.51	2389.45	10.40	314.92
1085.00	PKW4890	1165.02	1886.15	0.00	263.81
1085.00	PKW5680	2786.11	2017.45	10.40	19.10
1086.00	PKW5354	2094.45	469.48	0.00	264.95
1086.00	PKW5696	2116.89	471.46	0.00	264.95
1086.00	PKW4859	2001.76	1541.77	13.89	215.56
1086.00	PKW5765	3010.60	1989.20	13.89	93.65
1086.00	PKW5452	1890.68	1025.99	13.89	93.42
1086.00	LKW304	1121.09	1629.00	0.76	80.33
1086.00	LKW268	2790.44	2375.02	6.50	144.81
1086.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1086.00	PKW5518	2668.19	927.63	0.00	31.37
1086.00	PKW4888	2260.89	2679.08	13.89	269.61
1086.00	PKW5136	2162.13	1783.82	0.00	227.09
1086.00	PKW5542	2798.31	2356.57	13.00	147.56
1086.00	PKW4438	1304.52	1347.78	0.72	316.66
1086.00	PKW5058	1976.27	2666.57	10.40	25.49
1086.00	PKW5302	2546.76	2014.97	1.05	261.24
1086.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1086.00	routeFlow_bus3Hb.3	2559.55	1182.34	10.26	173.53
1086.00	PKW5605	1232.05	1432.13	7.80	144.47
1086.00	PKW5575	3032.90	2027.74	13.89	274.00
1086.00	PKW5423	2838.83	2189.56	0.00	21.07
1086.00	PKW5416	2195.09	443.19	4.52	89.32
1086.00	PKW5472	1970.42	1934.49	0.00	326.00
1086.00	PKW5241	1484.13	1154.04	10.40	247.32
1086.00	PKW4035	1142.10	1846.80	0.00	350.58
1086.00	PKW4816	1153.04	1650.17	13.89	351.38
1086.00	PKW5895	2732.25	840.95	13.89	284.77
1086.00	PKW5464	1149.21	1699.86	13.89	21.69
1086.00	routeFlow_bus34Hc.1	2834.93	918.08	13.78	101.77
1086.00	PKW5531	1552.48	1111.12	13.89	261.63
1086.00	PKW5497	1378.75	1249.22	0.00	127.45
1086.00	PKW4866	2030.01	1011.32	7.80	93.71
1086.00	PKW4972	2295.53	1904.21	13.89	232.60
1086.00	PKW5777	976.12	1070.62	13.89	87.77
1086.00	PKW5190	2155.88	1782.38	0.00	227.09
1086.00	PKW5340	1897.08	1383.94	10.40	188.62
1086.00	PKW4942	2390.72	2031.05	13.89	333.04
1086.00	PKW5603	2890.00	2212.25	13.89	159.06
1086.00	PKW5270	1643.52	1071.27	13.89	106.22
1086.00	PKW5522	2766.81	2077.64	5.20	203.15
1086.00	LKW287	1900.86	1018.97	13.89	93.42
1086.00	PKW5632	1348.42	1276.80	13.89	128.20
1086.00	PKW5672	2540.67	857.86	0.00	115.23
1086.00	PKW5085	1302.37	1354.90	13.89	317.73
1086.00	PKW5578	1949.11	2614.53	5.47	21.01
1086.00	PKW5175	2002.16	1016.13	2.60	93.42
1086.00	PKW5841	2915.84	2228.05	0.00	332.58
1086.00	PKW5536	2083.14	1718.36	4.64	107.61
1086.00	PKW4944	1615.51	580.79	5.08	105.89
1086.00	PKW4760	2583.20	839.70	0.00	103.06
1086.00	PKW5530	2834.71	1732.57	13.89	89.74
1086.00	PKW5335	2606.05	876.32	6.42	269.55
1086.00	PKW5532	1667.45	1873.92	10.40	87.33
1086.00	LKW275	2464.01	923.27	13.89	288.65
1086.00	PKW5753	1191.20	1554.61	2.60	256.70
1086.00	PKW4643	2533.12	1987.59	11.95	81.50
1086.00	PKW5338	1988.06	2683.81	13.00	25.62
1086.00	LKW223	2855.57	2225.81	0.00	15.66
1086.00	PKW5445	1917.80	1980.05	0.00	144.35
1086.00	PKW5667	2753.89	1896.12	0.00	11.84
1086.00	PKW5657	1108.66	1799.97	0.00	85.66
1086.00	PKW5527	1876.56	2400.42	0.00	190.24
1086.00	PKW4849	2151.15	1773.61	0.00	227.09
1086.00	PKW5939	2839.69	812.62	13.89	284.77
1086.00	PKW4663	563.81	1067.39	13.89	267.77
1086.00	PKW4679	2562.86	850.81	0.00	115.33
1086.00	PKW5602	2098.67	1036.94	0.00	283.46
1086.00	PKW5473	2116.91	474.68	0.00	264.95
1086.00	PKW4902	2585.68	789.39	0.00	117.85
1086.00	PKW4526	1605.95	1887.13	0.00	100.24
1086.00	PKW3777	1647.14	2940.70	13.89	308.46
1086.00	PKW4799	2411.13	941.02	0.00	289.90
1086.00	PKW5117	2558.07	1984.84	13.89	81.50
1086.00	PKW5050	2038.39	1479.88	8.33	123.73
1086.00	PKW5958	1591.19	1889.80	0.53	100.24
1086.00	PKW5435	2150.42	436.30	13.05	80.91
1086.00	PKW4251	2514.07	1977.71	11.95	77.94
1086.00	PKW5261	2342.77	2676.24	13.89	90.53
1086.00	PKW5480	2806.83	2398.12	13.00	310.93
1086.00	PKW4890	1165.02	1886.15	0.00	263.81
1086.00	PKW5680	2790.35	2029.69	13.00	19.10
1087.00	PKW5354	2094.45	469.48	0.00	264.95
1087.00	PKW5696	2116.89	471.46	0.00	264.95
1087.00	PKW4859	1994.02	1530.95	13.29	215.56
1087.00	PKW5765	3024.46	1988.31	13.89	93.65
1087.00	PKW5452	1904.53	1025.16	13.89	93.42
1087.00	LKW304	1121.09	1629.00	0.00	80.33
1087.00	LKW268	2794.66	2368.42	7.80	147.55
1087.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1087.00	PKW5518	2668.19	927.63	0.00	31.37
1087.00	PKW4888	2247.00	2678.99	13.89	269.61
1087.00	PKW5136	2162.13	1783.82	0.00	227.09
1087.00	PKW5542	2805.83	2344.98	13.89	146.38
1087.00	PKW4438	1304.52	1347.78	0.00	316.66
1087.00	PKW5058	1981.87	2678.27	13.00	25.65
1087.00	PKW5302	2546.76	2014.97	0.00	261.24
1087.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1087.00	routeFlow_bus3Hb.3	2561.09	1171.10	11.35	172.24
1087.00	PKW5605	1238.11	1423.65	10.40	144.35
1087.00	PKW5575	3019.04	2028.71	13.89	274.00
1087.00	PKW5423	2838.83	2189.56	0.00	21.07
1087.00	PKW5416	2200.30	443.25	5.21	89.32
1087.00	PKW5472	1968.82	1936.53	2.60	323.82
1087.00	PKW5241	1482.15	1148.33	13.00	199.12
1087.00	PKW4035	1142.10	1846.80	0.00	350.58
1087.00	PKW4816	1151.12	1663.97	13.89	352.70
1087.00	PKW5895	2718.81	844.49	13.89	284.77
1087.00	PKW5464	1148.05	1713.74	13.89	354.43
1087.00	routeFlow_bus34Hc.1	2848.03	915.35	13.39	101.77
1087.00	PKW5531	1538.67	1109.60	13.89	263.70
1087.00	PKW5497	1378.75	1249.22	0.00	127.45
1087.00	PKW4866	2040.28	1010.66	10.40	93.71
1087.00	PKW4972	2284.55	1895.67	13.89	232.11
1087.00	PKW5777	990.00	1071.16	13.89	87.77
1087.00	PKW5190	2155.88	1782.38	0.00	227.09
1087.00	PKW5340	1891.25	1372.37	13.00	209.76
1087.00	PKW4942	2384.42	2043.43	13.89	333.04
1087.00	PKW5603	2894.99	2199.19	13.89	159.06
1087.00	PKW5270	1656.62	1066.61	13.89	115.52
1087.00	PKW5522	2763.69	2070.34	7.80	203.15
1087.00	LKW287	1914.74	1018.14	13.89	93.42
1087.00	PKW5632	1359.40	1268.15	13.89	128.20
1087.00	PKW5672	2540.67	857.86	0.00	115.23
1087.00	PKW5085	1293.34	1365.37	13.89	322.58
1087.00	PKW5578	1949.46	2615.44	0.97	21.01
1087.00	PKW5175	2007.35	1015.82	5.20	93.42
1087.00	PKW5841	2915.84	2228.05	0.00	332.58
1087.00	PKW5536	2087.83	1717.51	4.77	100.29
1087.00	PKW4944	1616.08	580.63	0.58	105.89
1087.00	PKW4760	2583.20	839.70	0.00	103.06
1087.00	PKW5530	2848.60	1732.63	13.89	89.74
1087.00	PKW5335	2597.23	878.19	9.02	281.97
1087.00	PKW5532	1680.09	1870.97	13.00	108.41
1087.00	LKW275	2450.85	927.71	13.89	288.65
1087.00	PKW5753	1186.62	1553.53	4.70	256.70
1087.00	PKW4643	2546.90	1989.65	13.89	81.50
1087.00	PKW5338	1993.97	2696.42	13.89	24.97
1087.00	LKW223	2855.83	2227.08	1.30	14.01
1087.00	PKW5445	1917.80	1980.05	0.00	144.35
1087.00	PKW5667	2753.89	1896.12	0.00	11.84
1087.00	PKW5657	1108.66	1799.97	0.00	85.66
1087.00	PKW5527	1876.56	2400.42	0.00	190.24
1087.00	PKW4849	2151.15	1773.61	0.00	227.09
1087.00	PKW5939	2826.26	816.16	13.89	284.77
1087.00	PKW4663	549.93	1066.85	13.89	267.77
1087.00	PKW4679	2562.86	850.81	0.00	115.33
1087.00	PKW5602	2098.67	1036.94	0.00	283.46
1087.00	PKW5473	2116.91	474.68	0.00	264.95
1087.00	PKW4902	2585.68	789.39	0.00	117.85
1087.00	PKW4526	1605.95	1887.13	0.00	100.24
1087.00	PKW3777	1636.27	2949.34	13.89	308.46
1087.00	PKW4799	2411.13	941.02	0.00	289.90
1087.00	PKW5117	2571.77	1986.89	13.89	81.50
1087.00	PKW5050	2045.32	1475.25	8.33	123.73
1087.00	PKW5958	1591.19	1889.80	0.00	100.24
1087.00	PKW5435	2161.44	438.06	11.20	82.88
1087.00	PKW4251	2524.47	1979.83	10.65	79.13
1087.00	PKW5261	2356.70	2675.80	13.89	93.39
1087.00	PKW5480	2796.29	2407.17	13.89	310.51
1087.00	PKW4890	1165.02	1886.15	0.00	263.81
1087.00	PKW5680	2794.88	2042.78	13.89	19.10
1088.00	PKW5354	2094.45	469.48	0.00	264.95
1088.00	PKW5696	2116.89	471.46	0.00	264.95
1088.00	PKW4859	1988.91	1523.80	8.79	215.56
1088.00	PKW5765	3038.32	1987.43	13.89	93.65
1088.00	PKW5452	1918.37	1024.34	13.89	93.42
1088.00	LKW304	1121.09	1629.00	0.00	80.33
1088.00	LKW268	2799.49	2360.65	9.10	148.04
1088.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1088.00	PKW5518	2668.19	927.63	0.00	31.37
1088.00	PKW4888	2233.11	2678.89	13.89	269.61
1088.00	PKW5136	2162.13	1783.82	0.00	227.09
1088.00	PKW5542	2813.59	2333.42	13.89	145.71
1088.00	PKW4438	1306.93	1349.89	0.00	316.63
1088.00	PKW5058	1987.83	2690.79	13.89	25.11
1088.00	PKW5302	2546.76	2014.97	0.00	261.24
1088.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1088.00	routeFlow_bus3Hb.3	2562.47	1158.95	12.15	173.50
1088.00	PKW5605	1245.73	1413.11	13.00	144.18
1088.00	PKW5575	3005.18	2029.68	13.89	274.00
1088.00	PKW5423	2838.83	2189.56	0.00	21.07
1088.00	PKW5416	2208.01	442.77	7.80	94.18
1088.00	PKW5472	1965.37	1940.42	5.20	318.45
1088.00	PKW5241	1480.03	1142.23	13.89	199.12
1088.00	PKW4035	1142.10	1846.80	0.00	350.58
1088.00	PKW4816	1149.36	1677.74	13.89	352.70
1088.00	PKW5895	2709.15	850.36	11.51	308.98
1088.00	PKW5464	1149.89	1727.21	13.89	5.26
1088.00	routeFlow_bus34Hc.1	2861.39	912.57	13.64	101.77
1088.00	PKW5531	1524.87	1108.07	13.89	263.70
1088.00	PKW5497	1378.75	1249.22	0.00	127.45
1088.00	PKW4866	2053.12	1009.83	13.00	93.71
1088.00	PKW4972	2273.80	1886.85	13.89	229.81
1088.00	PKW5777	1003.88	1071.70	13.89	87.77
1088.00	PKW5190	2155.88	1782.38	0.00	227.09
1088.00	PKW5340	1883.36	1361.19	13.89	217.98
1088.00	PKW4942	2378.26	2055.79	13.89	334.42
1088.00	PKW5603	2902.65	2187.50	13.89	146.70
1088.00	PKW5270	1669.31	1061.11	13.89	106.65
1088.00	PKW5522	2759.31	2060.77	10.40	206.14
1088.00	LKW287	1928.63	1017.31	13.89	93.42
1088.00	PKW5632	1370.09	1259.88	13.48	127.49
1088.00	PKW5672	2540.67	857.86	0.00	115.23
1088.00	PKW5085	1285.38	1375.77	13.10	322.58
1088.00	PKW5578	1949.46	2615.44	0.00	21.01
1088.00	PKW5175	2015.14	1015.48	7.80	92.00
1088.00	PKW5841	2915.84	2228.05	0.00	332.58
1088.00	PKW5536	2095.05	1716.20	7.34	100.29
1088.00	PKW4944	1616.08	580.63	0.00	105.89
1088.00	PKW4760	2583.20	839.70	0.00	103.06
1088.00	PKW5530	2862.49	1732.70	13.89	89.74
1088.00	PKW5335	2586.37	881.34	11.62	287.29
1088.00	PKW5532	1693.27	1866.58	13.89	108.41
1088.00	LKW275	2439.20	931.58	12.23	288.15
1088.00	PKW5753	1179.39	1553.08	7.30	269.06
1088.00	PKW4643	2560.68	1991.70	13.89	81.50
1088.00	PKW5338	1999.45	2709.22	13.89	22.58
1088.00	LKW223	2855.88	2227.30	0.23	13.72
1088.00	PKW5445	1917.80	1980.05	0.00	144.35
1088.00	PKW5667	2753.89	1896.12	0.00	11.84
1088.00	PKW5657	1108.66	1799.97	0.00	85.66
1088.00	PKW5527	1876.56	2400.42	0.00	190.24
1088.00	PKW4849	2151.15	1773.61	0.00	227.09
1088.00	PKW5939	2812.83	819.70	13.89	284.77
1088.00	PKW4663	536.05	1066.31	13.89	267.77
1088.00	PKW4679	2562.86	850.81	0.00	115.33
1088.00	PKW5602	2098.67	1036.94	0.00	283.46
1088.00	PKW5473	2116.91	474.68	0.00	264.95
1088.00	PKW4902	2585.68	789.39	0.00	117.85
1088.00	PKW4526	1608.51	1886.67	2.60	100.24
1088.00	PKW3777	1625.40	2957.98	13.89	308.46
1088.00	PKW4799	2411.13	941.02	0.00	289.90
1088.00	PKW5117	2585.46	1988.94	13.89	81.50
1088.00	PKW5050	2052.25	1470.63	8.33	123.73
1088.00	PKW5958	1591.19	1889.80	0.00	100.24
1088.00	PKW5435	2168.06	438.82	6.70	83.62
1088.00	PKW4251	2537.53	1981.78	13.25	81.50
1088.00	PKW5261	2370.59	2675.01	13.89	93.00
1088.00	PKW5480	2786.01	2416.52	13.89	312.43
1088.00	PKW4890	1165.02	1886.15	0.00	263.81
1088.00	PKW5680	2799.32	2055.93	13.89	17.96
1089.00	PKW5354	2094.45	469.48	0.00	264.95
1089.00	PKW5696	2116.89	471.46	0.00	264.95
1089.00	PKW4859	1987.30	1519.26	4.89	199.84
1089.00	PKW5765	3052.18	1986.54	13.89	93.65
1089.00	PKW5452	1932.22	1023.51	13.89	93.42
1089.00	LKW304	1121.09	1629.00	0.00	80.33
1089.00	LKW268	2805.11	2351.83	10.40	147.47
1089.00	routeFlow_bus112H.1	1556.18	1092.23	0.00	83.31
1089.00	PKW5518	2668.19	927.63	0.00	31.37
1089.00	PKW4888	2219.17	2678.89	13.89	270.64
1089.00	PKW5136	2162.13	1783.82	0.00	227.09
1089.00	PKW5542	2821.56	2322.05	13.89	144.83
1089.00	PKW4438	1305.19	1351.80	2.60	317.73
1089.00	PKW5058	1993.57	2703.40	13.89	23.59
1089.00	PKW5302	2546.76	2014.97	0.00	261.24
1089.00	routeFlow_bus34Ha.1	2819.33	2314.10	0.00	144.81
1089.00	routeFlow_bus3Hb.3	2564.96	1146.01	13.18	169.13
1089.00	PKW5605	1253.86	1401.84	13.89	144.18
1089.00	PKW5575	2991.33	2030.65	13.89	274.00
1089.00	PKW5423	2838.83	2189.56	0.00	21.07
1089.00	PKW5416	2218.51	441.94	10.40	94.55
1089.00	PKW5472	1959.26	1945.10	7.80	301.29
1089.00	PKW5241	1477.99	1136.34	13.41	199.12
1089.00	PKW4035	1142.10	1846.80	0.00	350.58
1089.00	PKW4816	1147.53	1691.51	13.89	352.42
1089.00	PKW5895	2701.55	849.11	7.01	285.11
1089.00	PKW5464	1149.14	1741.07	13.89	350.18
1089.00	routeFlow_bus34Hc.1	2874.43	909.85	13.32	101.77
1089.00	PKW5531	1512.23	1106.69	12.71	263.80
1089.00	PKW5497	1378.75	1249.22	0.00	127.45
1089.00	PKW4866	2066.85	1008.30	13.89	97.39
1089.00	PKW4972	2263.19	1877.85	13.89	229.42
